WA
"4500000097,USSU-VSF01,002,1710"
"4500000098,USSU-VSF02,002,1710"
"4500000099,USSU-VSF05,002,1710"
"4500000100,USSU-VSF06,002,1710"
"4500000101,USSU-VSF08,002,1710"
"4500000102,USSU-VSF06,002,1710"
"4500000103,USSU-VSF04,002,1710"
"4500000104,USSU-VSF02,002,1710"
"4500000105,USSU-VSF01,002,1710"
"4500000106,USSU-VSF05,002,1710"
"4500000107,USSU-VSF06,002,1710"
"4500000108,USSU-VSF07,002,1710"
"4500000109,USSU-VSF08,002,1710"
"4500000110,USSU-VSF08,002,1710"
"4500000111,USSU-VSF06,002,1710"
"4500000112,USSU-VSF01,002,1710"
"4500000113,USSU-VSF01,002,1710"
"4500000114,USSU-VSF01,002,1710"
"4500000115,USSU-VSF04,002,1710"
"4500000116,USSU-VSF02,002,1710"
"4500000117,USSU-VSF01,002,1710"
"4500000118,USSU-VSF05,002,1710"
"4500000119,USSU-VSF06,002,1710"
"4500000120,USSU-VSF07,002,1710"
"4500000121,USSU-VSF08,002,1710"
"4500000122,USSU-VSF08,002,1710"
"4500000123,USSU-VSF06,002,1710"
"4500000124,USSU-VSF01,002,1710"
"4500000125,USSU-VSF01,002,1710"
"4500000126,USSU-VSF01,002,1710"
"4500000127,EWM17-SU01,002,1710"
"4500000128,EWM17-SU01,002,1710"
"4500000129,EWM17-SU01,002,1710"
"4500000130,EWM17-SU01,002,1710"
"4500000131,EWM17-SU01,002,1710"
"4500000132,0017300001,001,1710"
"4500000133,0017300001,001,1710"
"4500000134,0017300007,001,1710"
"4500000135,EWM17-SU01,001,1710"
"4500000137,EWM17-SU01,002,1710"
"4500000136,0017300001,001,1710"
"4500000138,EWM17-SU01,002,1710"
"4500000140,0017300001,001,1710"
"4500000033,0017300007,001,1710"
"4500000141,USSU-VSF04,002,1710"
"4500000142,USSU-VSF02,002,1710"
"4500000143,USSU-VSF01,002,1710"
"4500000144,USSU-VSF05,002,1710"
"4500000145,USSU-VSF06,002,1710"
"4500000146,USSU-VSF07,002,1710"
"4500000147,USSU-VSF08,002,1710"
"4500000148,USSU-VSF08,002,1710"
"4500000149,USSU-VSF06,002,1710"
"4500000150,USSU-VSF01,002,1710"
"4500000151,USSU-VSF01,002,1710"
"4500000152,USSU-VSF01,002,1710"
"4500000154,USSU-VSF04,002,1710"
"4500000153,USSU-VSF04,002,1710"
"4500000155,USSU-VSF02,002,1710"
"4500000156,USSU-VSF01,002,1710"
"4500000157,USSU-VSF05,002,1710"
"4500000158,USSU-VSF06,002,1710"
"4500000159,USSU-VSF07,002,1710"
"4500000160,USSU-VSF08,002,1710"
"4500000161,USSU-VSF08,002,1710"
"4500000162,USSU-VSF06,002,1710"
"4500000163,USSU-VSF01,002,1710"
"4500000164,USSU-VSF01,002,1710"
"4500000165,USSU-VSF01,002,1710"
"4500000166,USSU-VSF04,002,1710"
"4500000167,USSU-VSF02,002,1710"
"4500000168,USSU-VSF01,002,1710"
"4500000169,USSU-VSF05,002,1710"
"4500000170,USSU-VSF06,002,1710"
"4500000171,USSU-VSF07,002,1710"
"4500000172,USSU-VSF08,002,1710"
"4500000173,USSU-VSF08,002,1710"
"4500000174,USSU-VSF06,002,1710"
"4500000175,USSU-VSF01,002,1710"
"4500000176,USSU-VSF01,002,1710"
"4500000177,USSU-VSF01,002,1710"
"4500000178,USSU-VSF04,002,1710"
"4500000179,USSU-VSF02,002,1710"
"4500000180,USSU-VSF01,002,1710"
"4500000181,USSU-VSF05,002,1710"
"4500000182,USSU-VSF06,002,1710"
"4500000183,USSU-VSF07,002,1710"
"4500000184,USSU-VSF08,002,1710"
"4500000185,USSU-VSF08,002,1710"
"4500000186,USSU-VSF06,002,1710"
"4500000187,USSU-VSF01,002,1710"
"4500000188,USSU-VSF01,002,1710"
"4500000189,USSU-VSF01,002,1710"
"4500000190,USSU-VSF04,002,1710"
"4500000191,USSU-VSF02,002,1710"
"4500000192,USSU-VSF01,002,1710"
"4500000193,USSU-VSF05,002,1710"
"4500000194,USSU-VSF06,002,1710"
"4500000195,USSU-VSF07,002,1710"
"4500000196,USSU-VSF08,002,1710"
"4500000197,USSU-VSF08,002,1710"
"4500000198,USSU-VSF06,002,1710"
"4500000199,USSU-VSF01,002,1710"
"4500000200,USSU-VSF01,002,1710"
"4500000201,USSU-VSF01,002,1710"
"4500000202,EWM17-SU01,002,1710"
"7000000001,          ,001,1710"
"8000000003,0017300002,001,1710"
"8000000002,0017300001,001,1710"
"4600000004,0017300001,001,1710"
"4500000203,0017300001,001,1710"
"4500000204,EWM17-SU01,002,1710"
"4500000205,EWM17-SU01,002,1710"
"4500000206,EWM17-SU01,002,1710"
"4500000207,EWM17-SU01,002,1710"
"4500000208,EWM17-SU01,002,1710"
"4500000209,0017300002,003,1710"
"4600000005,0017300001,001,1710"
"4500000210,0017300001,001,1710"
"4500000211,0017300001,Z90,1710"
"4500000212,USSU-VSF04,002,1710"
"4500000213,USSU-VSF02,002,1710"
"4500000214,USSU-VSF01,002,1710"
"4500000215,USSU-VSF05,002,1710"
"4500000216,USSU-VSF06,002,1710"
"4500000217,USSU-VSF07,002,1710"
"4500000218,USSU-VSF08,002,1710"
"4500000219,USSU-VSF08,002,1710"
"4500000220,USSU-VSF06,002,1710"
"4500000221,USSU-VSF01,002,1710"
"4500000222,USSU-VSF01,002,1710"
"4500000223,USSU-VSF01,002,1710"
"4500000225,0017300001,001,1710"
"4500000224,0017300001,001,1710"
"4500000226,0017300001,003,1710"
"4500000227,0017300001,003,1710"
"4500000228,0017300001,001,1710"
"4500000229,0017300080,002,1710"
"4500000230,0017300001,003,1710"
"4500000231,0017300001,001,1710"
"4500000232,0017300001,001,1710"
"4500000233,0017300006,002,1710"
"4500000234,0017300006,002,1710"
"4500000235,0017300006,002,1710"
"4500000236,0017300006,002,1710"
"4500000237,0017300006,002,1710"
"4500000238,0017300006,002,1710"
"4500000239,0017300007,001,1710"
"4500000240,0017300007,001,1710"
"4600000006,0017300001,001,1710"
"4600000007,0017300001,001,1710"
"5500000000,0017300001,001,1710"
"4500000242,0017300001,001,1710"
"4500000243,0017300001,001,1710"
"4500000244,0017300007,001,1710"
"4500000245,0017300007,003,1710"
"4500000246,0017300001,001,1710"
"4500000247,0017300001,001,1710"
"4500000248,0017300006,001,1710"
"4500000249,0017300002,001,1710"
"4500000250,0017300001,001,1710"
"4500000241,0017300007,001,1710"
"4500000251,0017300007,001,1710"
"4500000252,0017300001,003,1710"
"4500000253,0017300001,001,1710"
"4500000254,USSU-VSF06,001,1710"
"4500000255,USSU-VSF04,002,1710"
"4500000256,USSU-VSF02,002,1710"
"4500000257,USSU-VSF01,002,1710"
"4500000258,USSU-VSF05,002,1710"
"4500000259,USSU-VSF06,002,1710"
"4500000260,USSU-VSF07,002,1710"
"4500000261,USSU-VSF08,002,1710"
"4500000262,USSU-VSF08,002,1710"
"4500000263,USSU-VSF06,002,1710"
"4500000264,USSU-VSF01,002,1710"
"4500000265,USSU-VSF01,002,1710"
"4500000266,USSU-VSF01,002,1710"
"4500000267,0017300001,001,1710"
"4500000268,0017300001,002,1710"
"4500000269,0017300001,002,1710"
"4500000270,0017300001,002,1710"
"4500000271,0017300006,002,1710"
"4500000272,0017386001,001,1710"
"4500000273,0017300001,001,1710"
"4500000274,0017386001,001,1710"
"4500000275,          ,002,1710"
"4500000276,0017300001,001,1710"
